2005-06 Percent of Low Income by School,,,,
AUN,School Number,School Name,School Location,Percent
105252920,7532,GECAC Community CS,Erie/GECAC Community CS,91
105253303,7466,Fairview El Sch,Erie/Fairview SD,15.8
105253303,6737,Fairview HS,Erie/Fairview SD,11.3
105253303,2032,Fairview MS,Erie/Fairview SD,14.7
105253553,5328,Fort LeBoeuf MS,Erie/Fort LeBoeuf SD,37.9
105253553,2037,Fort LeBoeuf SHS,Erie/Fort LeBoeuf SD,28.9
105253553,5226,Mill Village El Sch,Erie/Fort LeBoeuf SD,38.4
105253553,2036,Robison El Sch,Erie/Fort LeBoeuf SD,30.5
105253553,2035,Waterford El Sch,Erie/Fort LeBoeuf SD,43.4
105253903,2038,Edinboro El Sch,Erie/General McLane SD,20.7
105253903,2040,General McLane HS,Erie/General McLane SD,14
105253903,5225,James W Parker MS,Erie/General McLane SD,25
105253903,2039,McKean El Sch,Erie/General McLane SD,26
105254053,2042,Elk Valley El Sch,Erie/Girard SD,42.8
105254053,2043,Girard HS,Erie/Girard SD,32
105254053,6777,Rice Avenue MS,Erie/Girard SD,41
105254353,2047,Clark El Sch,Erie/Harbor Creek SD,33.9
105254353,2048,Harbor Creek JSHS,Erie/Harbor Creek SD,29.2
105254353,2046,Klein El Sch,Erie/Harbor Creek SD,25.9
105254353,5227,Rolling Ridge El Sch,Erie/Harbor Creek SD,28.7
105256553,4817,Iroquois JSHS,Erie/Iroquois SD,30.9
105256553,2052,Lawrence Park El Sch,Erie/Iroquois SD,52.1
105256553,2051,Wesleyville El Sch,Erie/Iroquois SD,54.1
105257602,2053,Asbury El Sch,Erie/Millcreek Township SD,16
105257602,2054,Belle Valley El Sch,Erie/Millcreek Township SD,27.5
105257602,4724,Chestnut Hill El Sch,Erie/Millcreek Township SD,30.4
105257602,5329,Grandview El Sch,Erie/Millcreek Township SD,24.1
105257602,4954,James S Wilson MS,Erie/Millcreek Township SD,30.2
105257602,6711,McDowell IHS,Erie/Millcreek Township SD,24.8
105257602,2063,McDowell SHS,Erie/Millcreek Township SD,18.4
105257602,7471,North Coast School,Erie/Millcreek Township SD,0
105257602,2058,Ridgefield El Sch,Erie/Millcreek Township SD,26
105257602,2059,Tracy El Sch,Erie/Millcreek Township SD,44.6
105257602,2060,Vernondale El Sch,Erie/Millcreek Township SD,37.6
105257602,7384,Walnut Creek MS,Erie/Millcreek Township SD,15.8
105257602,2062,Westlake MS,Erie/Millcreek Township SD,35.9
105258303,4946,Earle C Davis Primary,Erie/North East SD,45.2
105258303,6145,North East HS,Erie/North East SD,0
105258303,6145,North East HS,Erie/North East SD,28.2
105258303,6144,North East Intrmd El,Erie/North East SD,41.2
105258303,7360,North East MS,Erie/North East SD,40.5
105258503,5144,Northwestern El Sch,Erie/Northwestern  SD,46.7
105258503,6146,Northwestern MS,Erie/Northwestern  SD,46.1
105258503,6745,Northwestern SHS,Erie/Northwestern  SD,36
105258503,2070,Springfield El Sch,Erie/Northwestern  SD,49.5
105259103,6795,Union City El Sch,Erie/Union City Area SD,51.9
105259103,2075,Union City HS,Erie/Union City Area SD,49.2
105259103,7289,Union City MS,Erie/Union City Area SD,61.1
105259703,6148,Seneca HS,Erie/Wattsburg Area SD,23.2
105259703,7475,Wattsburg Area El Ctr,Erie/Wattsburg Area SD,28.5
105259703,6654,Wattsburg Area MS,Erie/Wattsburg Area SD,29.5
105620001,7833,Tidioute Community CS,Warren/Tidioute Community CS,44.8
105628007,5356,Warren County AVTS,Warren/Warren County AVTS,24.6
105628302,6149,Allegheny Valley El Sch,Warren/Warren County SD,55.6
105628302,4148,Beaty-Warren MS,Warren/Warren County SD,22.5
105628302,4143,Eisenhower M/HS,Warren/Warren County SD,18.6
105628302,4140,Russell El Sch,Warren/Warren County SD,21.2
105628302,4145,Sheffield El Sch,Warren/Warren County SD,36.4
105628302,4146,Sheffield M/HS,Warren/Warren County SD,41.7
105628302,6150,South Street Early LC,Warren/Warren County SD,39.7
105628302,4142,Sugar Grove El Sch,Warren/Warren County SD,34.2
105628302,7843,Warren Area El Ctr,Warren/Warren County SD,33.1
105628302,4149,Warren Area HS,Warren/Warren County SD,16.5
105628302,4133,Youngsville El/MS,Warren/Warren County SD,33.6
105628302,4135,Youngsville HS,Warren/Warren County SD,29.2
106160303,7467,Allegheny-Clarion Valley Elem,Clarion/Allegheny-Clarion Valley SD,46.1
106160303,4664,Allegheny-Clarion Valley HS,Clarion/Allegheny-Clarion Valley SD,47.2
106161203,5217,Clarion Area El Sch,Clarion/Clarion Area SD,28.4
106161203,1475,Clarion Area JSHS,Clarion/Clarion Area SD,19.1
106161357,6909,Clarion County Career Center,Clarion/Clarion County Career Center,32.7
106161703,1480,Clarion-Limestone Area JSHS,Clarion/Clarion-Limestone Area SD,22.8
106161703,1479,Clarion-Limestone El Sch,Clarion/Clarion-Limestone Area SD,31.1
106166503,6694,Keystone El Sch,Clarion/Keystone  SD,42.7
106166503,1486,Keystone JSHS,Clarion/Keystone  SD,31.7
106167504,5139,North Clarion Co El Sch,Clarion/North Clarion County SD,37.1
106167504,1489,North Clarion Co JSHS,Clarion/North Clarion County SD,24.9
106168003,1491,Mahoning El Sch,Clarion/Redbank Valley SD,45.7
106168003,1494,New Bethlehem-S Bethlehem El,Clarion/Redbank Valley SD,39.4
106168003,1495,Redbank Valley HS,Clarion/Redbank Valley SD,30.7
106168003,1493,Redbank-Hawthorn El Sch,Clarion/Redbank Valley SD,47.3
106169003,5033,Rimersburg El Sch,Clarion/Union  SD,50.3
106169003,5034,Sligo El Sch,Clarion/Union  SD,52.5
106169003,1501,Union HS,Clarion/Union  SD,43.5
106172003,2385,C G Johnson El Sch,Clearfield/Dubois Area SD,42.3
106172003,1541,Dubois Area MS,Clearfield/Dubois Area SD,38.7
106172003,6156,Dubois Area SHS,Clearfield/Dubois Area SD,36.8
106172003,6919,Highland Street El Sch,Clearfield/Dubois Area SD,71.3
106172003,6157,Juniata El Sch,Clearfield/Dubois Area SD,35.8
106172003,1530,Luthersburg El Sch,Clearfield/Dubois Area SD,39.4
